PROCEDIMENTO,RN,VIGÊNCIA,Seg. Odontológica,Seg. Ambulatória,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
RESSECÇÃO DE TUMOR BENIGNO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO MAXILAR SUPERIOR E RECONSTRUÇÃO À CUSTA DE RETALHOS,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO MESO E INFRA-ESTRUTURA DO MAXILAR SUPERIOR,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA MAXILAR CALDWELL-LUC,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA,VIA ENDONASAL",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO - FÍSTULA OROANTRAL OU ORONASAL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,SEIOS PARANASAIS,NARIZ E SEIOS PARANASAIS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA CIRÚRGICA DE COSTELA OU ESTERNO,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE DEFORMIDADES DA PAREDE TORÁCICA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COSTECTOMIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTERNECTOMIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE PLEUROSTOMIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLUMBAGEM EXTRAFASCIAL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO BIÓPSIA DE COSTELA OU ESTERNO,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA PAREDE TORÁCICA (COM OU SEM PRÓTESE),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RECONSTRUÇÃO DA PAREDE TORÁCICA COM RETALHOS CUTÂNEOS, MUSCULARES OU MIOCUTÂNEOS",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA REGIÃO ESTERNAL COM RETALHOS MUSCULARES,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO INCRUENTA DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DE TUMOR DO DIAFRAGMA E RECONSTRUÇÃO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACECTOMIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOPLASTIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA COM BIÓPSIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA EXPLORADORA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA PARA PROCEDIMENTOS ORTOPÉDICOS SOBRE A COLUNA VERTEBRAL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAÇÃO ESQUELÉTICA DO GRADIL COSTO-ESTERNAL (TRAUMATISMO),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE DE COSTELA OU ESTERNO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FRATURAS DO GRADIL COSTAL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PAREDE TORÁCICA,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA INCISIONAL DE MAMA,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIA PERCUTÂNEA DE FRAGMENTO MAMÁRIO (CORE BIOPSY) ORIENTADA POR US OU RX - AGULHAGROSSA",NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COLETA DE FLUXO PAPILAR DE MAMA,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE GINECOMASTIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO DE INVERSÃO PAPILAR,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO DE MAMA,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM E/OU ASPIRAÇÃO DE SEROMA,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DA MAMA POR MARCAÇÃO ESTEREOTÁXICA OU ROLL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE MAMA SUPRA-NUMERÁRIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE NÓDULO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA DE MAMA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LINFADENECTOMIA AXILAR,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MASTECTOMIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"MASTOPLASTIA EM MAMA OPOSTA APÓS RECONSTRUÇÃO DA CONTRALATERAL EM CASOS DE LESÕESTRAUMÁTICAS E TUMORES",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO DE CISTO,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO OU BIÓPSIA PERCUTÂNEA DE AGULHA FINA,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
QUADRANTECTOMIA COM OU SEM LINFADENECTOMIA AXILAR,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RECONSTRUÇÃO DA MAMA COM PRÓTESE E/OU EXPANSOR EM CASOS DE LESÕES TRAUMÁTICAS ETUMORES",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA PLACA ARÉOLO MAMILAR,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RECONSTRUÇÃO MAMÁRIA COM RETALHOS MUSCULARES E/OU CUTÂNEOS EM CASOS DE LESÕESTRAUMÁTICAS E TUMORES",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RECONSTRUÇÃO PARCIAL DA MAMA PÓS-QUADRANTECTOMIA EM CASOS DE LESÕES TRAUMÁTICAS ETUMORES",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO LINFONODO SENTINELA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DOS DUCTOS PRINCIPAIS DA MAMA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DA VÁLVULA APÓS COLOCAÇÃO DE EXPANSOR PERMANENTE,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUBSTITUIÇÃO DE PRÓTESE EM CASO DE LESÕES TRAUMÁTICAS E TUMORES,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,MAMAS,PAREDE TORÁCICA,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"AUTOTRANSPLANTE CUTÂNEO, ÓSSEO E/OU MUSCULAR LIGADO POR PEDÍCULO VASCULAR",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOTRANSPLANTE DE EPIPLON,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"MICROCIRURGIA NAS GRANDES RECONSTRUÇÕES DE CABEÇA E PESCOÇO, NAS EXTENSAS PERDAS DESUBSTÂNCIA E NA ABLAÇÃO DE TUMORES AO NÍVEL DOS MEMBROS (COM MICROANASTOMOSESVASCULARES)",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE ÓSSEO VASCULARIZADO (MICROANASTOMOSE),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES CUTÂNEOS AUTÓLOGOS COM OU SEM MICROANASTOMOSES VASCULARES),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES MUSCULARES AUTÓLOGOS (COM MICROANASTOMOSES VASCULARES),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES MÚSCULO-CUTÂNEOS AUTÓLOGOS (COM OU SEM MICROANASTOMOSES VASCULARES),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRANSPLANTES ÓSSEOS AUTÓLOGOS VASCULARIZADOS E TRANSPLANTES OSTEOMUSCULOCUTÂNEOSVASCULARIZADOS (COM MICROANASTOMOSES VASCULARES)",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"REIMPLANTE DE SEGMENTOS DISTAIS DO MEMBRO SUPERIOR OU INFERIOR, COM RESSECÇÃO SEGMENTAR",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,"TRANSPLANTES, REIMPLANTES EREVASCULARIZAÇÕES DOS MEMBROS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE DOS MEMBROS SUPERIORES OU INFERIORES OU PARTES,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,"TRANSPLANTES, REIMPLANTES EREVASCULARIZAÇÕES DOS MEMBROS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE ARTICULAR DE METATARSOFALÂNGICA PARA A MÃO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,"TRANSPLANTES, REIMPLANTES EREVASCULARIZAÇÕES DOS MEMBROS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE DE DEDOS DO PÉ PARA A MÃO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,"TRANSPLANTES, REIMPLANTES EREVASCULARIZAÇÕES DOS MEMBROS","SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROCENTESE OU PUNÇÃO DIAGNÓSTICA OU TERAPÊUTICA DE ESTRUTURAS OU CAVIDADES EXTRA-ARTICULARES COM APLICAÇÃO DE SUBSTÂNCIAS TERAPÊUTICAS",NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DEFRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE,RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA CIRÚRGICA PARA DESCOMPRESSÃO DO CANAL CARPIANO, ENCURTAMENTO DO CUBITAL EATRODESE EM GERAL",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA CIRÚRGICA PARA MENISCECTOMIA, SUTURA MENISCAL, REMODELAÇÃO DE MENISCODISCÓIDE, REPARAÇÃO, REFORÇO OU RECONSTRUÇÃO DOS LIGAMENTOS CRUZADOS OU REALINHAMENTOPATELO-FEMORAL",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA P/ DIAGNÓSTICO COM OU SEM BIÓPSIA SINOVIAL,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA DESCOMPRESSÃO SUBACROMIAL COM ROTURA DO MANGUITO ROTADOR, RESSECÇÃODA EXTREMIDADE LATERAL DA CLAVÍCULA, ARTRODESE DO OMBRO, FIXAÇÃO MENISCA",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA RECONSTRUÇÃO, RETENCIONAMENTO OU REFORÇO DE LIGAMENTO",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOSLIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS",NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA PARA TRATAMENTO DE LUXAÇÃO RECIDIVANTE,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,ARTROSCOPIA,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INSTALAÇÃO DE HALO CRANIANO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,TRAÇÃO,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAÇÃO CUTÂNEA E OU TRANSESQUELETICA - QUALQUER LOCALIZAÇÃO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,TRAÇÃO,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE PRÓTESES DE SUBSTITUIÇÃO DE PEQUENAS ARTICULAÇÕES,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,RETIRADA DE MATERIAL DE SÍNTESE,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE MATERIAL DE SÍNTESE (QUALQUER MATERIAL),NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,RETIRADA DE MATERIAL DE SÍNTESE,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APARELHOS GESSADOS (QUALQUER TIPO E LOCALIZAÇÃO),NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,IMOBILIZAÇÕES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMOBILIZAÇÕES NÃO-GESSADAS (QUALQUER LOCALIZAÇÃO),NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,IMOBILIZAÇÕES,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO/DESARTICULAÇÃO DE MEMBRO OU SEGMENTO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO),NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA COM OU SEM IMPLANTE,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROTOMIA,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOENXERTO ÓSSEO,NULL,NULL,NULL,NULL,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA ÓSSEA COM OU SEM AGULHA - QUALQUER LOCALIZAÇÃO,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIAS PERCUTÂNEA SINOVIAL OU DE TECIDOS MOLES,NULL,NULL,NULL,AMB,HCO,HSO,REF,NULL,NULL,PROCEDIMENTOS GERAIS,"SISTEMA MÚSCULO-ESQUELÉTICO EARTICULAÇÕES",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
